city (not null),name (not null),url (not null),comment
kanagawa,富士通川崎吹奏楽団,http://homepage3.nifty.com/FBC-HP/,
kanagawa,ブラス・カスミッシモ,http://kasmissimo.com/,
kanagawa,ブラスカナテック,http://brasskanatech.tabigeinin.com/,
kanagawa,フロンティアブラス,http://www.woodstream.gr.jp/frontier/,
kanagawa,ポーコ・ウィンド・オーケストラ,http://www.h5.dion.ne.jp/~poco-wo/,
kanagawa,ホットウインドオーケストラ,http://hotwind.hp.infoseek.co.jp/,
kanagawa,ホルツ・ブラス・カペーレ,http://hbk.ikidane.com/,
kanagawa,Majesty Wind Symphony,http://music.geocities.jp/maje_ws/home/,
kanagawa,町田・相模原イーストメリーウインドオーケストラ,http://www.geocities.jp/eastmerry2004/,
kanagawa,ママさんブラス「はまぴよ隊」,http://www.rak3.jp/home/user/y_mama_bruss/,
kanagawa,三菱電機SOCIO-TECHウインドオーケストラ,http://swo-home.ddo.jp/,
kanagawa,宮前ウィンドオーケストラ,http://www.geocities.jp/miyamae_wind/,
kanagawa,もみじヶ丘吹奏楽団,http://www.geocities.jp/momiji_gaoka/,
kanagawa,大和ウインドシンフォニア,http://www10.tok2.com/home/yamato/,
kanagawa,大和市民吹奏楽団,https://sites.google.com/site/ycb1978/,
kanagawa,ヤマハ横浜吹奏楽団,http://www.geocities.jp/yamaha_yokohama/,
kanagawa,ユースウィンドオーケストラ,http://www4.zero.ad.jp/ywo/,
kanagawa,Euro Brass Banda,http://island.geocities.jp/eurobrass2007/,
kanagawa,横須賀市民吹奏楽団,http://www.yskwo.sakura.ne.jp/,
kanagawa,ヨコハマ旭ウィンドアンサンブル,http://asahi-wind.net/,
kanagawa,横浜ウインドハーモニー,http://www42.tok2.com/home/ywh2000/,
kanagawa,横浜楽友協会,http://yps.at.webry.info/,
kanagawa,横浜港北区民吹奏楽団,http://ykwo.net/,
kanagawa,横浜栄区民吹奏楽団,http://www.sakaeku-suisou.com/,
kanagawa,横浜市民吹奏楽団,http://www.yshisui.jp/,
kanagawa,横浜ぬらひま団,http://www.nurahima.com/,
kanagawa,横浜バッカスブラスオーケストラ！,http://bacchusbrass.web.fc2.com/,
kanagawa,横浜ブラスオルケスター,http://ybo.jp/,
kanagawa,横浜ブラスマイスター,http://windbrass.net/bramei/main/,
kanagawa,ヨコハマ フロイント ブラーゼン,http://music.geocities.jp/yokohamafreundblasen/,
kanagawa,横浜ベイシティーウインズ,http://ybcw.digit.jp/,
kanagawa,横浜緑吹奏楽団,http://ryokusui.net/,
saitama,青木フィルハーモニー吹奏楽団,http://aophil.org/,
saitama,上尾市民吹奏楽団,http://www007.upp.so-net.ne.jp/musicA/,
saitama,朝霞市民吹奏楽団,http://www.geocities.jp/asakashisui/,
saitama,Amuse Wind Orchestra,http://www.amusewo.com/,
saitama,アルス ノヴァ ウインドシンフォニー,http://arsnova.qee.jp/,
saitama,Ensemble SORA,http://ensemblesora.yu-yake.com/,
saitama,アンサンブルWINT,http://www.e-wint.com/,
saitama,アンサンブルフラヴィア,http://www.ensembleflavia.net/,
saitama,アンサンブルリベルテ吹奏楽団,http://www.asahi-net.or.jp/~gx7m-skmt/,
saitama,入間市民吹奏楽団,http://www.geocities.jp/iwe_info/,
saitama,うらばん！？,http://music.geocities.jp/ura_ban2002/,
saitama,浦和吹奏楽団,http://urasui.info/,
saitama,大宮吹奏楽団,http://www.omiya-w.org/,
saitama,おおみや市民吹奏楽団,http://occb.or.tv/,
saitama,桶川市民吹奏楽団,http://okesui.info/,
saitama,春日部市吹奏楽団,http://www.fya.jp/~harusui/,
saitama,かすかべMUSICA・PIACERE,http://music.geocities.jp/kasukabe_musica/,
saitama,加須騎西吹奏楽団,http://homepage2.nifty.com/kazokisai/,
saitama,かみかわウインドシンフォニー,http://kwind.web.fc2.com/,
saitama,上福岡ウインドオーケストラ,http://kamifuku-wind.xrea.jp/,
saitama,川口ウィンドアンサンブル,http://kwe.jpn.org/wind-top.htm,
saitama,川口交響吹奏楽団,http://sound.jp/kawakyo/,
saitama,川口ブラスソサエティ,http://www.maroon.dti.ne.jp/kawaguchi.brass.society/sub2.html,
saitama,川越奏和奏友会吹奏楽団,http://sound.jp/kswe/,
saitama,北本市民吹奏楽団,http://music.geocities.jp/kitamoto_wind/,
saitama,久喜市民吹奏楽団,http://www.geocities.jp/allegro_adagio/,
saitama,熊谷吹奏楽団,http://www.tg.rim.or.jp/~ejiri/kumasui/,
saitama,CRYSTAL WINDS 吹奏楽団,http://www.ne.jp/asahi/kcw/crystal.winds/,
saitama,鴻巣吹奏楽団,http://www.kounosu-wind.com/,
saitama,向陽吹奏楽団,http://music.geocities.jp/koyowind/,
saitama,越谷市音楽団,http://sound.jp/koshion/,
saitama,戸田市コンセール・ルネッサ吹奏楽団,http://sound.jp/c_renaissa/,
saitama,埼玉リエート吹奏楽団,http://homepage2.nifty.com/saitama-lieto/,
saitama,埼玉県ユースホステル協会吹奏楽団,http://www.saitamayouth.com/,
saitama,幸手シティブラス,http://music.geocities.jp/satte_city_brass/,
saitama,幸手市民吹奏楽団,http://www.geocities.jp/satteshisui/,
saitama,狭山市吹奏楽団,http://www1.ttcn.ne.jp/sayamashisui/,
saitama,志木市吹奏楽団オール志木ウインド,http://sound.jp/allshikiwind/,
saitama,ジャグラーズウインドオーケストラ,http://www.juggnet.com/,
saitama,しょうぶ・しみん吹奏楽団,http://shobushimin.web.fc2.com/,
saitama,白岡吹奏楽団,http://www7b.biglobe.ne.jp/~shiraoka/,
saitama,吹奏楽団 THE NOISE,http://www.geocities.co.jp/MusicHall-Horn/1219/,
saitama,新座ウィンドオーケストラ モッソ,http://mosso.sitemix.jp/,
saitama,杉の子吹奏楽団,http://homepage1.nifty.com/rascal-arai/sugin-chu/top.html,
saitama,Zephyrus Wind Orchestra,http://zwo-web.net/,
saitama,創価学会埼玉吹奏楽団,http://www.geocities.co.jp/MusicHall-Horn/1737/,
saitama,草加市民吹奏楽団,http://soka-wind.net/,
saitama,草加中央吹奏楽団,http://soukachusui.kenkenpa.net/,
saitama,ソールリジェール吹奏楽団,https://sites.google.com/site/sauleriziere/,
saitama,ターフェルムジーク・ウィンドオーケストラ,http://homepage2.nifty.com/tafelmusik/,
saitama,所沢ウィンドオーケストラ,http://www.tokorozawa-wind.com/,
saitama,所沢北吹奏楽団,http://www.za.em-net.ne.jp/~yokko/kitasui/,
saitama,所沢市民吹奏楽団,http://tokosui.vis.ne.jp/,
saitama,蓮田ウインドオーケストラ　,http://homepage3.nifty.com/hwo/,
saitama,羽根倉橋吹奏楽団,http://hanesui.com/,
saitama,ハロー！プロジェクト楽曲演奏吹奏楽団Sheeps,http://hellobrass.hp.infoseek.co.jp/,
saitama,飯能吹奏楽研究会,http://www.hansuiken.com/,
saitama,東埼玉吹奏楽団,http://www.geocities.jp/higashisaitama_we/,
saitama,東松山市ウインドアンサンブル,http://www.geocities.jp/lovelyhwe/,
saitama,日高市吹奏楽団,http://www.hidaka-shisui.jp/,
saitama,ひまわり楽団（春女OG楽団）,http://music.geocities.jp/himawari_gakudan/index.html,
saitama,深谷市民吹奏楽団,http://orchestra.musicinfo.co.jp/~fukasui/,
saitama,富士見市民吹奏楽団,http://www.fujimiband.jp/,
saitama,本庄ウインドシンフォニカ,http://www.geocities.jp/honjo_wind/,
saitama,マザーズバンド vivo,http://mbvivo.web.fc2.com/,
saitama,マザーズバンド tutti,http://music.geocities.jp/tutti_mama2005/,
saitama,まつぶし吹奏楽団,http://www5f.biglobe.ne.jp/~matsu-wo/,
saitama,ママさんブラス 埼玉たまぴよ隊,http://www.tamapiyotai.com/,
saitama,ママさんブラス とこぴよ隊 ,http://tokopiyo.web.fc2.com/,
saitama,ママさんブラス くまぴよ隊,http://kumapiyotai.sakura.ne.jp/,
saitama,ママさんブラス はるぴよ隊,http://harupiyo.babymilk.jp/,
saitama,八潮市民吹奏楽団,http://www.linkclub.or.jp/~papa2/bandsc/mainm.html,
saitama,吉川吹奏楽団,http://www11.ocn.ne.jp/~yoshi-wo/,
saitama,与野吹奏楽団,http://members.jcom.home.ne.jp/yonosui/,
saitama,ル・トラヴェール吹奏楽団,http://www.geocities.jp/letrouvere2004/,
saitama,和光ウインドアンサンブル,http://www.wakowind.com/,
saitama,和光市民吹奏楽団,http://www.wakoshisui.com/,
saitama,鷲宮ウインドアンサンブル,http://www.geocities.jp/w_wind_e/,
saitama,蕨フィルハーモニックウィンズ,http://www.warabi-phil.com/,
chiba,アウローラ・ウィンド・オーケストラ,http://aurora-wind.com/,
chiba,我孫子吹奏楽団,http://www.geocities.jp/abi_sui/,
chiba,アルファモニック吹奏楽団,http://alphamonic.com/,
chiba,アンサンブル・市川,http://www.buruiti.com/,
chiba,アンサンブル・フォルテピアノ,http://fortepiano.s377.xrea.com/wordpress/,
chiba,いすみウインドオーケストラ,http://w01.tp1.jp/~a073959491/,
chiba,市川交響吹奏楽団,http://ichisui.main.jp/,
chiba,印西ウインドアンサンブル,http://www5b.biglobe.ne.jp/~iwe/,
chiba,Wind Ensemble of FIELD,http://www.geocities.co.jp/MusicHall/7326/,
chiba,"WIND ORCHESTRA “楽”",http://www.geocities.jp/wind_orchestra_gaku/,
chiba,Wind Factory,http://www.windfactory.org/,
chiba,浦安ウインドアンサンブル,http://homepage2.nifty.com/urayasu-wind/,
chiba,浦安吹奏楽団,http://www.geocities.jp/urayasu_brass/,
chiba,大網シンフォニックバンド,http://www.geocities.co.jp/MusicHall/3395/,
chiba,オーク沼南ウィンドオーケストラ,http://music.geocities.jp/oak_shonan/TopPage.html,
chiba,音葉ウィンド・オーケストラ,http://otoha-wind.com/,
chiba,小見川吹奏楽団,http://www.geocities.jp/omigawabrass/,
chiba,おんぶらす,http://www.soram.net/onbrass/,
chiba,柏市民吹奏楽団,http://www.cc.rim.or.jp/~kashiwa/,
chiba,かずさウインドオーケストラ,http://www.kazusawind.com/,
chiba,鎌ヶ谷吹奏楽団,http://kamasui.jpn.org/,
chiba,鴨川吹奏楽団,http://www.kamosui.jp/,
chiba,行徳吹奏楽団,http://ameblo.jp/gyousui/,
chiba,佐倉ウィンド・アンサンブル,http://www.catv296.ne.jp/~sakurawind/,
chiba,佐倉シャルマン・ウインド・オーケストラ,http://www5.hp-ez.com/hp/cwo/ent,
chiba,ザ・グリーンコンサート・シンフォニックバンド,http://www.greenconcert.net/,
chiba,佐原ウインドアンサンブル,http://sawarawind.net/,
chiba,市民吹奏楽団　チバ・ウィンド・Ａ．Ｓ．Ｉ．,http://chibawind.jp/,
chiba,沼南ウインドアンサンブル,http://www.geocities.jp/swe_1997/,
chiba,館山吹奏楽団,http://www.awa.or.jp/home/tatesui/,
chiba,千葉吹奏楽団,http://www.chibasui.com/,
chiba,千葉トレイルブレイザーズ,http://ctb-brass.com/,
chiba,千城ウインドシンフォニカ,http://cws.gr.jp/,
chiba,銚子吹奏楽団,http://hp1.cyberstation.ne.jp/bwps/,
chiba,東葛フィルハーモニー吹奏楽団,http://tohkatsufil.net/,
chiba,東金吹奏楽団,http://www.toganewind.com/,
chiba,土気シビックウインドオーケストラ,http://tcwo.jp/,
chiba,習志野シンフォニックブラス,http://www.bekkoame.ne.jp/~tom-f/NSB/NSB_index.html,
chiba,習志野ウィンド･オーケストラ,http://narashino-wind.com/,
chiba,のぎくプラザ吹奏楽団,http://www.geocities.co.jp/HeartLand/7121/,
chiba,野田市吹奏楽団,http://sound.jp/nsbo/,
chiba,ハーモニーウインズ,http://olive.zero.ad.jp/harmony-winds/,
chiba,花輪の森ウインドオーケストラ,http://hanawawind.web.fc2.com/,
chiba,東関東吹奏楽団 ITANJI,http://www.itanji.net/,
chiba,光ウィンドオーケストラ,http://www.skz.or.jp/simasima/hwo/hwotop.htm,
chiba,ひまわりウインドオーケストラ,http://hwo.hp.infoseek.co.jp/,
chiba,船橋吹奏楽団,http://funasui.net/,
chiba,船橋市交響吹奏楽団,http://citywind.sakura.ne.jp/home/,
chiba,ブラスムジークシュベルマー,http://bms.m78.com/bms/index.htm,
chiba,プレジール・ドリーム・アンサンブル,http://www.geocities.co.jp/MusicHall-Horn/2044/,
chiba,松戸市民吹奏楽団,http://matsusui.net/,
chiba,松戸ブラスオルケスター,http://www.geocities.co.jp/MusicHall-Horn/5720/,
chiba,ママさんブラス　森のおんがくたい,http://members3.jcom.home.ne.jp/mori-no-ongakutai/,
chiba,ママン・シーウインド　ピヨコ隊,http://www.geocities.jp/m_seawind_p/,
chiba,瑞穂フレンズウィンドアンサンブル,http://www7b.biglobe.ne.jp/~mizuho-fwe/,
chiba,八街市ウインド・シンフォニア,http://www.geocities.jp/wind_symphonia/,
chiba,八千代管楽オーケストラ,http://yachikan.web.fc2.com/,
chiba,八千代フェスティバルバンド,http://trombone.ddo.jp/~yfb/,
chiba,よこすかウインドアンサンブル,http://www.yokosuka-wind.jp/vi/,
ibaraki,阿見吹奏楽団,http://amisui.s201.xrea.com/,
ibaraki,あゆなまみあな吹奏楽団,http://ayunamamiana.fc2web.com/,
ibaraki,ウィンドアンサンブル守谷,http://orchestra.musicinfo.co.jp/~wemoriya/,
ibaraki,牛久市民吹奏楽団,http://www.geocities.co.jp/Hollywood-Kouen/9855/,
ibaraki,かさまWindEnsemble,http://www.geocities.co.jp/MusicHall/3259/,
ibaraki,鹿島吹奏楽団,http://www.geocities.jp/kashima_sui/,
ibaraki,古河吹奏楽団,http://www10.plala.or.jp/kogasui/,
ibaraki,古河地区吹奏楽集団,http://www.geocities.jp/chikusuimatutrp/,
ibaraki,関城吹奏楽団,http://sekijo1995.web.fc2.com/,
ibaraki,筑波研究学園都市吹奏楽団,http://homepage2.nifty.com/toshi-brass/,
ibaraki,T.I.Wind Ensemble,http://tiwe.hkd.jp/,
ibaraki,東海村吹奏楽団,http://tmwo.bitter.jp/,
ibaraki,取手交響吹奏楽団,http://torikyo.web.fc2.com/,
ibaraki,坂東市民吹奏楽団,http://bandoband.blog84.fc2.com/,
ibaraki,常陸太田市民吹奏楽団,http://www.howe.jp/index.html,
ibaraki,日立大みか吹奏楽団,http://blog.goo.ne.jp/htc_omika_be,
ibaraki,日立市民吹奏楽団,http://www.mito.ne.jp/~nagase/,
ibaraki,ひたちなか市民吹奏楽団,http://www.interq.or.jp/classic/hcwe/,
ibaraki,日立ハイテクサイエンスシステムズ吹奏楽部,http://hswe2003.fc2web.com/,
ibaraki,鉾田交響吹奏楽団,http://www.geocities.jp/hokokyo/index.html,
ibaraki,水戸交響吹奏楽団,http://mitokokyo.web.fc2.com/,
ibaraki,水戸市民吹奏楽団,http://www.mito.ne.jp/~mcb/,
ibaraki,水戸・ユース・ウィンド・オーケストラ,http://mywo.web.fc2.com/,
ibaraki,結城吹奏楽団,http://yukibrass.e-piano.net/,
tochigi,足利ウインドアンサンブル,http://ashi-wind.s-melody.net/,
tochigi,足利市民吹奏楽団,http://www.page.sannet.ne.jp/ashisui/,
tochigi,市貝町民吹奏楽団,http://www7b.biglobe.ne.jp/~mizun/ichikaiband.htm,
tochigi,宇都宮ウインドクルー,http://www.utsunomiya-windcrew.info/,
tochigi,宇都宮音楽集団,http://www.geocities.jp/utsunomiyamg/,
tochigi,宇都宮市民吹奏楽団,http://www006.upp.so-net.ne.jp/u-shisui/,
tochigi,宇都宮ブラスソサエティー,http://www5b.biglobe.ne.jp/~ubs/,
tochigi,小山市交響吹奏楽団,http://www.oyama-shikyo.com/,
tochigi,真岡管楽合奏団「響」,http://www.ac.auone-net.jp/~hibiki/,
tochigi,佐野吹奏楽団,http://www.sctv.jp/~sasui/,
tochigi,ゼーレンフォルクス　オルケスタ,http://www.h2.dion.ne.jp/~windband/,
tochigi,栃木市民吹奏楽団,http://homepage2.nifty.com/tochisui/,
tochigi,マーキュリーバンド,http://www.k4.dion.ne.jp/~mercury/,
tochigi,ママさんブラス ままぴよ隊,http://homepage2.nifty.com/mamapiyotai/,
tochigi,真岡ウインドオーケストラ,http://mookawind.web.fc2.com/,
tochigi,矢板ウィンドオーケストラ,http://www.ywo.jp/,
gunnma,アンサンブルシエール吹奏楽団,http://ensemble-ciel.sub.jp/,
gunnma,アンサンブルミレニアム吹奏楽団,http://music.geocities.jp/ensemble_millennium/,
gunnma,いずみ吹奏楽団,http://izumichan.lucky-princess.com/,
gunnma,伊勢崎市民吹奏楽団,http://icb.lolipop.jp/,
gunnma,おおたウインドオーケストラ,http://www.geocities.jp/ota_wind/,
gunnma,太田市民吹奏楽団,http://home.384.jp/kawara/,
gunnma,からす川音楽集団,http://karasugawa.seesaa.net/,
gunnma,桐生吹奏楽団,http://www.d2.dion.ne.jp/~wami/,
gunnma,草津吹奏楽団,http://www5.ocn.ne.jp/~sousui/,
gunnma,群馬吹奏楽団,http://www.geocities.jp/gunmabb2001/,
gunnma,工謳吹奏楽団,http://www.geocities.co.jp/Hollywood-Kouen/7216/,
gunnma,渋川市民吹奏楽団,http://www7.wind.ne.jp/ittoku/,
gunnma,高崎市民吹奏楽団,http://www.tccb.net/,
gunnma,館林市民吹奏楽団,http://www.geocities.co.jp/Hollywood-Screen/6043/,
gunnma,TB Wind Consort,http://www7a.biglobe.ne.jp/~tbwind/,
gunnma,利根商吹奏楽部ＯＢ・OGバンド NaturalRhythm,http://naturalrhythm123.org/,
gunnma,富岡市民吹奏楽団,http://tcwe.jpn.org/,
gunnma,中之条ニューブラスセクション,http://www12.plala.or.jp/NNBS/,
gunnma,沼田市民吹奏楽団,http://www1.ocn.ne.jp/~zaimoku/,
gunnma,ノースウィンドオーケストラ,http://nwo7.com/,
gunnma,藤岡市民吹奏楽団,http://fcb-info.jimdo.com/,
gunnma,前橋市民吹奏楽団,http://music.geocities.jp/mswo2009/,
gunnma,Molto Wind Ensemble,http://molto-molto.parfe.jp/,
gunnma,レヴールウィンドオーケストラ,http://reveurtamamura.blog100.fc2.com/,
gunnma,ONE Wind Ensemble,http://homepage2.nifty.com/onewind/,
yamanashi,上野原吹奏楽団,http://www.geocities.co.jp/MusicHall/5091/,
yamanashi,大月吹奏楽団,http://www13.ocn.ne.jp/~owe/,
yamanashi,甲斐WestWindアンサンブル,http://www2.nns.ne.jp/pri/nakaharu/,
yamanashi,甲府市民吹奏楽団,http://www.doremi.or.jp/kofu/,
yamanashi,コモドウインドアンサンブル,http://music.geocities.jp/co_co_comodo/,
yamanashi,甲斐市敷島吹奏楽団,http://shikisui.moo.jp/,
yamanashi,ソノリテ甲府吹奏楽団,http://www.sonorite-kofu.com/,
yamanashi,韮崎市吹奏楽団,http://www.nirasaki.net/,
yamanashi,富士五湖ウィンドオーケストラ,http://www.fujigokowind.net/,
yamanashi,南アルプス桃源ウィンドアンサンブル,http://www.tougen-wind.net/,
yamanashi,ムジカリベラ吹奏楽団,http://www5b.biglobe.ne.jp/~trom/,
yamanashi,山梨市民吹奏楽団,http://yamanashi-shisui.fine.to/,
